,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
48627,212009207,613,,LARCENY SHOPLIFTING,D4,270,0,2/11/21 18:53,2021,2,Thursday,18,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
48658,212009168,3008,,SUICIDE / SUICIDE ATTEMPT,D4,171,0,2/11/21 16:17,2021,2,Thursday,16,,HARRISON AVE,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)"
48762,212009034,423,,ASSAULT - AGGRAVATED,D4,282,1,2/11/21 0:12,2021,2,Thursday,0,,COLUMBUS AVE,42.34048665,-71.08196018,"(42.340486645839, -71.0819601794715)"
49024,212008692,3006,,SICK/INJURED/MEDICAL - PERSON,D4,597,0,2/9/21 14:30,2021,2,Tuesday,14,,MASSACHUSETTS AVE,42.33992934,-71.08105852,"(42.339929343596, -71.0810585221213)"
49046,212008664,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,156,0,2/7/21 17:45,2021,2,Sunday,17,,SHAWMUT AVE,42.3380454,-71.07697786,"(42.3380453984853, -71.0769778613359)"
49096,212008596,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,2/9/21 6:30,2021,2,Tuesday,6,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02119
UNI",42.33349602,-71.07338795,"(42.3334960161939, -71.073387954796)"
49097,212008595,2647,,THREATS TO DO BODILY HARM,D4,273,0,2/9/21 4:30,2021,2,Tuesday,4,,NORTHAMPTON ST,42.33619626,-71.07787036,"(42.3361962558709, -71.0778703601795)"
49149,212008526,3006,,SICK/INJURED/MEDICAL - PERSON,D4,270,0,2/8/21 16:08,2021,2,Monday,16,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
49157,212008516,3803,,M/V ACCIDENT - PERSONAL INJURY,D4,170,0,2/8/21 16:15,2021,2,Monday,16,,"E SPRINGFIELD ST & WASHINGTON ST
BOSTON  MA 02118
",42.33698999,-71.07633994,"(42.3369899914674, -71.0763399438438)"
49186,212008480,3205,,M/V PLATES - LOST,D4,273,0,2/8/21 14:20,2021,2,Monday,14,,"573 MASSACHUSETTS AVE
BOSTON  MA 02118
UNITED STAT",42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
49230,212008418,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,170,0,2/8/21 9:44,2021,2,Monday,9,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)"
49243,212008405,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,147,0,2/8/21 9:39,2021,2,Monday,9,,COLUMBUS AVE,42.3413865,-71.0808255,"(42.3413865007645, -71.0808255014242)"
49280,212008356,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,147,0,2/7/21 18:00,2021,2,Sunday,18,,COLUMBUS AVE,42.3413865,-71.0808255,"(42.3413865007645, -71.0808255014242)"
49342,212008272,3115,,INVESTIGATE PERSON,D4,270,0,2/7/21 13:06,2021,2,Sunday,13,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
49354,212008254,3005,,SICK ASSIST,D4,155,0,2/7/21 12:45,2021,2,Sunday,12,,WORCESTER ST,42.34102033,-71.07972113,"(42.3410203252781, -71.0797211297783)"
49384,212008214,617,,LARCENY THEFT FROM BUILDING,D4,145,0,2/7/21 9:37,2021,2,Sunday,9,,ALBEMARLE CT,42.34239153,-71.08279924,"(42.3423915253484, -71.0827992408472)"
49512,212008044,3006,,SICK/INJURED/MEDICAL - PERSON,D4,145,0,2/6/21 12:08,2021,2,Saturday,12,,MASSACHUSETTS AVE,42.34194788,-71.08362479,"(42.3419478819786, -71.0836247862163)"
49680,212007796,3115,,INVESTIGATE PERSON,D4,270,0,2/5/21 12:10,2021,2,Friday,12,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
49690,212007781,3115,,INVESTIGATE PERSON,D4,270,0,2/5/21 11:56,2021,2,Friday,11,,"HARRISON AVE & NORTHAMPTON ST
ROXBURY  MA 02118
UN",42.33444896,-71.07574199,"(42.3344489567874, -71.0757419942735)"
49719,212007744,3410,,TOWED MOTOR VEHICLE,D4,147,0,2/5/21 8:46,2021,2,Friday,8,,MASSACHUSETTS AVE,42.34114797,-71.08246189,"(42.3411479669366, -71.0824618933261)"
49747,212007704,3114,,INVESTIGATE PROPERTY,D4,155,0,2/5/21 0:55,2021,2,Friday,0,,W SPRINGFIELD ST,42.34041441,-71.08031699,"(42.3404144060798, -71.0803169945157)"
49789,212007648,3005,,SICK ASSIST,D4,270,0,2/4/21 18:46,2021,2,Thursday,18,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
49813,212007617,3115,,INVESTIGATE PERSON,D4,270,0,2/4/21 16:14,2021,2,Thursday,16,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
49833,212007590,3005,,SICK ASSIST,D4,172,0,2/4/21 16:11,2021,2,Thursday,16,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
49846,212007571,3115,,INVESTIGATE PERSON,D4,270,0,2/4/21 11:51,2021,2,Thursday,11,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
49944,212007442,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,2/4/21 2:00,2021,2,Thursday,2,,"NORTHAMPTON ST & HARRISON AVE
BOSTON  MA 02118
UNI",42.33445397,-71.07573298,"(42.3344539651743, -71.075732981399)"
50121,212007204,423,,ASSAULT - AGGRAVATED,D4,171,0,2/3/21 2:40,2021,2,Wednesday,2,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
50127,212007194,3115,,INVESTIGATE PERSON,D4,270,0,2/2/21 23:30,2021,2,Tuesday,23,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
50132,212007189,2907,,VAL - OPERATING AFTER REV/SUSP.,D4,270,0,2/2/21 22:19,2021,2,Tuesday,22,,MASSACHUSETTS AVE,42.33421942,-71.07434616,"(42.3342194178955, -71.0743461570786)"
50199,212007093,3005,,SICK ASSIST,D4,273,0,2/2/21 14:24,2021,2,Tuesday,14,,NORTHAMPTON ST,42.33619626,-71.07787036,"(42.3361962558709, -71.0778703601795)"
50250,212007021,3112,,LANDLORD - TENANT,D4,594,0,2/2/21 9:36,2021,2,Tuesday,9,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
50255,212007015,3115,,INVESTIGATE PERSON,D4,270,0,2/2/21 9:02,2021,2,Tuesday,9,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
50269,212006998,3410,,TOWED MOTOR VEHICLE,D4,270,0,2/2/21 1:13,2021,2,Tuesday,1,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
50314,212006932,3115,,INVESTIGATE PERSON,D4,284,0,2/1/21 18:11,2021,2,Monday,18,,MASSACHUSETTS AVE,42.34107005,-71.08255287,"(42.341070048036, -71.082552871798)"
50330,212006910,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,D4, ,0,2/1/21 16:35,2021,2,Monday,16,,"MASSACHUSETTS AVE & COLUMBUS AVE
BOSTON  MA 02118
",42.34058996,-71.08173998,"(42.3405899605811, -71.0817399839622)"
50358,212006873,801,,ASSAULT - SIMPLE,D4,156,0,2/1/21 14:59,2021,2,Monday,14,,"MASSACHUSETTS AVE & TREMONT ST
BOSTON  MA 02118
UN",42.33930997,-71.08032002,"(42.3393099710364, -71.0803200199634)"
50398,212006828,619,,LARCENY ALL OTHERS,D4,145,0,2/1/21 10:20,2021,2,Monday,10,,MASS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
50422,212006797,3410,,TOWED MOTOR VEHICLE,D4,147,0,2/1/21 8:35,2021,2,Monday,8,,CLAREMONT PARK,42.34210486,-71.08118057,"(42.3421048634178, -71.081180565596)"
50433,212006782,2647,,THREATS TO DO BODILY HARM,D4,271,0,2/1/21 7:40,2021,2,Monday,7,,WASHINGTON ST,42.33621941,-71.07733761,"(42.3362194063374, -71.0773376079116)"
50494,212006691,801,,ASSAULT - SIMPLE,D4,156,0,1/31/21 16:00,2021,1,Sunday,16,,MASSACHUSETTS AVE,42.33828866,-71.07908476,"(42.3382886564083, -71.0790847633429)"
50516,212006663,3207,,PROPERTY - FOUND,D4,172,0,1/31/21 11:48,2021,1,Sunday,11,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
50632,212006513,3006,,SICK/INJURED/MEDICAL - PERSON,D4,270,0,1/30/21 16:49,2021,1,Saturday,16,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
50643,212006501,2905,,VAL - VIOLATION OF AUTO LAW,D4,179,0,1/30/21 17:06,2021,1,Saturday,17,,MASSACHUSETTS AVE,42.33331285,-71.07322932,"(42.333312848499, -71.0732293159856)"
50650,212006491,2647,,THREATS TO DO BODILY HARM,D4,171,0,1/30/21 15:00,2021,1,Saturday,15,,HARRISON AVE,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)"
50659,212006480,617,,LARCENY THEFT FROM BUILDING,D4,145,0,1/26/21 8:00,2021,1,Tuesday,8,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
50673,212006466,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,594,0,1/30/21 14:26,2021,1,Saturday,14,,MASSACHUSETTS AVE,42.34186952,-71.0837219,"(42.3418695197559, -71.0837219015865)"
50720,212006394,3115,,INVESTIGATE PERSON,D4,171,0,1/30/21 3:53,2021,1,Saturday,3,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
50736,212006370,301,,ROBBERY,D4,170,0,1/30/21 0:46,2021,1,Saturday,0,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)"
50773,212006323,613,,LARCENY SHOPLIFTING,D4,170,0,1/29/21 20:17,2021,1,Friday,20,,HARRISON AVE,42.33622726,-71.07353143,"(42.3362272597612, -71.0735314298093)"
50778,212006316,423,,ASSAULT - AGGRAVATED,D4,170,0,1/29/21 18:52,2021,1,Friday,18,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)"
50814,212006277,3005,,SICK ASSIST,D4,145,0,1/29/21 15:52,2021,1,Friday,15,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
50921,212006125,2647,,THREATS TO DO BODILY HARM,D4,270,0,1/28/21 20:43,2021,1,Thursday,20,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
50955,212006071,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,597,0,1/28/21 17:09,2021,1,Thursday,17,,TREMONT ST,42.33913315,-71.08075652,"(42.339133153583, -71.0807565231527)"
51028,212005972,3110,,SERVICE TO OTHER AGENCY,D4,171,0,1/28/21 9:42,2021,1,Thursday,9,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
51085,212005892,3115,,INVESTIGATE PERSON,D4,270,0,1/27/21 17:19,2021,1,Wednesday,17,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
51335,212005580,3805,,M/V ACCIDENT - POLICE VEHICLE,D4, ,0,1/26/21 15:25,2021,1,Tuesday,15,,MASSACHUSETTS AVE & ALBANY ST,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
51508,212005349,3108,,FIRE REPORT,D4,273,0,1/25/21 14:26,2021,1,Monday,14,,NORTHAMPTON ST,42.33856624,-71.0807442,"(42.3385662410618, -71.0807441975459)"
51691,212005101,3008,,SUICIDE / SUICIDE ATTEMPT,D4,179,0,1/24/21 8:44,2021,1,Sunday,8,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
51802,212004942,3005,,SICK ASSIST,D4,270,0,1/23/21 15:16,2021,1,Saturday,15,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
51949,212004730,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,594,0,1/22/21 16:59,2021,1,Friday,16,,"MASSACHUSETTS AVE & SAINT BOTOLPH ST
BOSTON  MA 02",42.34218797,-71.084071,"(42.3421879736807, -71.0840709977025)"
52008,212004653,3006,,SICK/INJURED/MEDICAL - PERSON,D4,270,0,1/22/21 10:56,2021,1,Friday,10,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
52028,212004628,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,171,0,1/22/21 7:00,2021,1,Friday,7,,E CONCORD ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
52042,212004608,3005,,SICK ASSIST,D4,597,0,1/22/21 1:30,2021,1,Friday,1,,MASSACHUSETTS AVE,42.33992934,-71.08105852,"(42.339929343596, -71.0810585221213)"
52047,212004600,3110,,SERVICE TO OTHER AGENCY,External,171,1,1/21/21 23:16,2021,1,Thursday,23,,LINDEN PARK DR,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
52051,212004593,3112,,LANDLORD - TENANT,D4,156,0,1/21/21 21:41,2021,1,Thursday,21,,MASSACHUSETTS AVE,42.33903373,-71.07997272,"(42.3390337336064, -71.0799727249646)"
52121,212004502,423,,ASSAULT - AGGRAVATED,D4,155,0,1/21/21 14:41,2021,1,Thursday,14,,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.3399827319387, -71.0809740006293)"
52137,212004480,3115,,INVESTIGATE PERSON,D4,594,0,1/21/21 13:24,2021,1,Thursday,13,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
52211,212004385,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,271,0,1/20/21 23:48,2021,1,Wednesday,23,,MASSACHUSETTS AVE,42.33604904,-71.07654404,"(42.3360490358642, -71.0765440354643)"
52316,212004239,3110,,SERVICE TO OTHER AGENCY,D4, ,0,1/20/21 11:15,2021,1,Wednesday,11,,"MASS AVE & HARRISON AVE
BOSTON  MA 02118
UNITED ST",42.33490996,-71.07517005,"(42.3349099560838, -71.0751700489333)"
52364,212004168,801,,ASSAULT - SIMPLE,D4,171,0,1/19/21 21:52,2021,1,Tuesday,21,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
52386,212004140,3005,,SICK ASSIST,D4,270,0,1/19/21 19:28,2021,1,Tuesday,19,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
52490,212004010,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),D4, ,0,1/19/21 10:08,2021,1,Tuesday,10,,"WASHINGTON ST & E SPRINGFIELD ST
BOSTON  MA 02118
",42.33698,-71.07631598,"(42.3369799999378, -71.0763159840862)"
52503,212003996,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,1/19/21 8:55,2021,1,Tuesday,8,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02119
UNI",42.33349602,-71.07338795,"(42.3334960161939, -71.073387954796)"
52542,212003942,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,1/18/21 20:16,2021,1,Monday,20,,"TREMONT ST & W SPRINGFIELD ST
BOSTON  MA 02118
UNI",42.33968003,-71.07958994,"(42.3396800250871, -71.0795899399351)"
52615,212003850,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D4,147,0,1/18/21 13:36,2021,1,Monday,13,,COLUMBUS AVE,42.34087158,-71.08145768,"(42.3408715801778, -71.0814576818529)"
52727,212003694,801,,ASSAULT - SIMPLE,D4,170,0,1/17/21 18:00,2021,1,Sunday,18,,WASHINGTON ST,42.33675015,-71.07662788,"(42.3367501542294, -71.0766278793634)"
52735,212003685,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,1/17/21 16:58,2021,1,Sunday,16,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
52792,212003615,801,,ASSAULT - SIMPLE,D4,270,0,1/17/21 8:22,2021,1,Sunday,8,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
52799,212003607,3007,,SUDDEN DEATH,D4,179,0,1/17/21 7:16,2021,1,Sunday,7,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
52801,212003603,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,597,0,1/17/21 2:45,2021,1,Sunday,2,,COLUMBUS AVE,42.34044734,-71.08188142,"(42.3404473443766, -71.0818814189051)"
52827,212003565,3110,,SERVICE TO OTHER AGENCY,External, ,0,1/16/21 0:00,2021,1,Saturday,0,,HUBBARD ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
52989,212003340,3502,,MISSING PERSON - LOCATED,D4,271,0,1/15/21 19:27,2021,1,Friday,19,,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.3354820018339, -71.0758644934091)"
53017,212003306,540,,BURGLARY - COMMERICAL,D4,270,0,1/2/21 15:00,2021,1,Saturday,15,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
53046,212003272,3801,,M/V ACCIDENT - OTHER,D4,284,0,1/15/21 15:34,2021,1,Friday,15,,MASSACHUSETTS AVE,42.34107005,-71.08255287,"(42.341070048036, -71.082552871798)"
53065,212003249,801,,ASSAULT - SIMPLE,D4,170,0,1/15/21 14:43,2021,1,Friday,14,,WORCESTER SQ,42.33614948,-71.07406908,"(42.3361494840666, -71.0740690814775)"
53130,212003159,3005,,SICK ASSIST,D4,172,0,1/15/21 8:30,2021,1,Friday,8,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
53255,212002991,3007,,SUDDEN DEATH,D4,156,0,1/14/21 12:13,2021,1,Thursday,12,,W SPRINGFIELD ST,42.33930275,-71.07912378,"(42.3393027488002, -71.0791237835741)"
53277,212002964,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,1/14/21 10:49,2021,1,Thursday,10,,MASSACHUSETTS AVE & ALBANY ST,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
53410,212002786,3006,,SICK/INJURED/MEDICAL - PERSON,D4,273,0,1/13/21 14:34,2021,1,Wednesday,14,,WASHINGTON ST,42.33621941,-71.07733761,"(42.3362194063374, -71.0773376079116)"
53450,212002725,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,1/13/21 10:36,2021,1,Wednesday,10,,MASSACHUSETTS AVE & ALBANY ST,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
53513,212002638,3115,,INVESTIGATE PERSON,D4,171,0,1/12/21 19:48,2021,1,Tuesday,19,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
53603,212002526,3001,,DEATH INVESTIGATION,D4,273,0,1/12/21 12:45,2021,1,Tuesday,12,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
53770,212002283,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,273,0,1/11/21 11:58,2021,1,Monday,11,,"NORTHAMPTON ST & REED ST
ROXBURY  MA 02118
UNITED ",42.334917,-71.076323,"(42.3349170018243, -71.0763230005295)"
53788,212002261,619,,LARCENY ALL OTHERS,,270,0,1/1/21 14:30,2021,1,Friday,14,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
53852,212002167,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,271,0,1/10/21 20:50,2021,1,Sunday,20,,WASHINGTON ST,42.3353741,-71.0783156,"(42.3353740984913, -71.0783156023399)"
53948,212002045,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,1/10/21 9:19,2021,1,Sunday,9,,MASSACHUSETTS AVE & ALBANY ST,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
53981,212001999,3005,,SICK ASSIST,,147,0,1/9/21 22:40,2021,1,Saturday,22,,MASSACHUSETTS AVE,42.34114797,-71.08246189,"(42.3411479669366, -71.0824618933261)"
54004,212001970,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4, ,0,1/9/21 20:07,2021,1,Saturday,20,,"WASHINGTON ST & MASSACHUSETTS AVE
BOSTON  MA 02118",42.33648997,-71.07705001,"(42.3364899718332, -71.0770500090912)"
54039,212001925,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,273,0,1/8/21 16:30,2021,1,Friday,16,,MASSACHUSETTS AVE,42.33825572,-71.07920918,"(42.3382557219581, -71.0792091759945)"
54050,212001911,3301,,VERBAL DISPUTE,D4,273,0,1/9/21 15:47,2021,1,Saturday,15,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
54062,212001895,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4, ,0,1/9/21 14:25,2021,1,Saturday,14,,MASSACHUSETTS AVE & ALBANY ST,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
54100,212001850,619,,LARCENY ALL OTHERS,D4,156,0,1/9/21 11:50,2021,1,Saturday,11,,WORCESTER ST,42.33958865,-71.0781966,"(42.3395886508394, -71.0781966032953)"
54179,212001742,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,156,0,1/7/21 16:00,2021,1,Thursday,16,,W CONCORD ST,42.33961962,-71.07699237,"(42.3396196180069, -71.0769923673942)"
54255,212001638,3007,,SUDDEN DEATH,D4,155,0,1/8/21 12:51,2021,1,Friday,12,,WORCESTER ST,42.34102033,-71.07972113,"(42.3410203252781, -71.0797211297783)"
54289,212001598,1304,,PROPERTY - STOLEN THEN RECOVERED,D4,156,0,1/8/21 9:52,2021,1,Friday,9,,"102 W SPRINGFIELD ST
BOSTON  MA 02118
UNITED STATE",42.33795319,-71.0774931,"(42.337953188461, -71.077493096854)"
54290,212001597,520,,BURGLARY - RESIDENTIAL,D4,145,0,1/8/21 10:32,2021,1,Friday,10,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
54360,212001494,2905,,VAL - VIOLATION OF AUTO LAW,D4,273,0,1/7/21 17:55,2021,1,Thursday,17,,MASSACHUSETTS AVE,42.33825572,-71.07920918,"(42.3382557219581, -71.0792091759945)"
54419,212001414,423,,ASSAULT - AGGRAVATED,D4,270,0,1/7/21 12:37,2021,1,Thursday,12,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
54432,212001399,3502,,MISSING PERSON - LOCATED,D4,273,0,1/7/21 11:59,2021,1,Thursday,11,,CAMDEN ST,42.33744114,-71.08057671,"(42.337441144368, -71.0805767102789)"
54446,212001375,3110,,SERVICE TO OTHER AGENCY,D4,171,0,1/7/21 10:11,2021,1,Thursday,10,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
54520,212001266,3005,,SICK ASSIST,D4,172,0,1/6/21 18:34,2021,1,Wednesday,18,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
54673,212001038,2647,,THREATS TO DO BODILY HARM,D4,179,0,1/5/21 18:36,2021,1,Tuesday,18,,MASSACHUSETTS AVE,42.33331285,-71.07322932,"(42.333312848499, -71.0732293159856)"
54675,212001035,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,597,0,1/5/21 18:21,2021,1,Tuesday,18,,COLUMBUS AVE,42.33961848,-71.0828558,"(42.3396184754172, -71.0828558033142)"
54731,212000933,3110,,SERVICE TO OTHER AGENCY,D4,171,0,1/5/21 9:50,2021,1,Tuesday,9,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
54733,212000931,3001,,DEATH INVESTIGATION,D4,270,0,1/5/21 10:23,2021,1,Tuesday,10,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
54764,212000894,423,,ASSAULT - AGGRAVATED,D4,171,0,1/5/21 8:29,2021,1,Tuesday,8,,"ALBANY ST & MASSACHUSETTS AVE
BOSTON  MA 02118
UNI",42.33349998,-71.07351,"(42.3334999801716, -71.0735099961732)"
54872,212000731,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4, ,0,1/4/21 13:45,2021,1,Monday,13,,MASSACHUSETTS AVE & ALBANY ST,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
54905,212000675,3410,,TOWED MOTOR VEHICLE,D4,271,0,1/4/21 8:08,2021,1,Monday,8,,NORTHAMPTON ST,42.33463662,-71.07597593,"(42.3346366198417, -71.0759759263247)"
54958,212000602,2907,,VAL - OPERATING AFTER REV/SUSP.,D4,597,0,1/3/21 18:41,2021,1,Sunday,18,,TREMONT ST,42.33913315,-71.08075652,"(42.339133153583, -71.0807565231527)"
54974,212000580,2905,,VAL - VIOLATION OF AUTO LAW,D4,272,0,1/3/21 16:30,2021,1,Sunday,16,,E LENOX ST,42.33486614,-71.0785518,"(42.3348661391224, -71.0785517957893)"
55031,212000494,3410,,TOWED MOTOR VEHICLE,D4,168,0,1/3/21 8:15,2021,1,Sunday,8,,HARRISON AVE,42.33698515,-71.07258823,"(42.3369851520409, -71.0725882320579)"
55053,212000466,3502,,MISSING PERSON - LOCATED,D4,171,0,1/3/21 0:00,2021,1,Sunday,0,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
55094,212000409,2610,,TRESPASSING,D4,157,0,1/2/21 19:31,2021,1,Saturday,19,,W CONCORD ST,42.33961962,-71.07699237,"(42.3396196180069, -71.0769923673942)"
55126,212000362,3005,,SICK ASSIST,D4, ,0,1/2/21 15:55,2021,1,Saturday,15,,"MASSACHUSETTS AVE & CHESTER PARK
BOSTON  MA 02118
",42.33769297,-71.078528,"(42.3376929705576, -71.0785279971251)"
55199,212000249,3005,,SICK ASSIST,D4,273,0,1/2/21 0:31,2021,1,Saturday,0,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
55206,212000236,3005,,SICK ASSIST,D4,270,0,1/2/21 0:06,2021,1,Saturday,0,,"HARRISON AVE & NORTHAMPTON ST
ROXBURY  MA 02118
UN",42.33444896,-71.07574199,"(42.3344489567874, -71.0757419942735)"
55224,212000212,3115,,INVESTIGATE PERSON,D4,270,0,1/1/21 21:05,2021,1,Friday,21,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
55248,212000182,3115,,INVESTIGATE PERSON,D4,273,0,1/1/21 17:40,2021,1,Friday,17,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
